C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_064.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_064.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_064.jpg,0,0,0,0.000212439
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_169.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_169.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_169.jpg,0,0,0,0.000202742
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_257.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_257.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_257.jpg,0,0,0,0.000185333
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_346.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_346.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_346.jpg,0,0,0,0.000188928
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_439.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_439.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_439.jpg,0,0,0,0.000340676
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_528.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_528.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_528.jpg,0,0,0,0.000222188
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_621.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_621.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_621.jpg,0,0,0,0.000279444
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_722.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_722.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_722.jpg,0,0,0,0.000227232
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_838.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_838.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_838.jpg,0,0,0,0.000181906
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_28_926.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_28_926.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_28_926.jpg,0,0,0,0.00018922
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_29_008.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_29_008.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_29_008.jpg,0,0,0,0.000210952
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_29_092.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_29_092.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_29_092.jpg,0,0,0,0.000440874
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_29_177.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_29_177.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_29_177.jpg,0,0,0,0.000290523
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_29_264.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_29_264.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_29_264.jpg,0,0,0,0.000342778
C:\Users\USER\Desktop\sdv simulator data\IMG\center_2019_12_20_10_04_29_349.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\left_2019_12_20_10_04_29_349.jpg,C:\Users\USER\Desktop\sdv simulator data\IMG\right_2019_12_20_10_04_29_349.jpg,0,0,0,0.000238785
